Cell name,Leiden cluster,Cell type,Developmental stage
cell_6539,0,Epiblast,E6.75
cell_6540,5,Primitive Streak,E6.75
cell_6542,7,Epiblast,E6.75
cell_6543,1,Nascent mesoderm,E6.75
cell_6544,49,Epiblast,E6.75
cell_6545,65,Primitive Streak,E6.75
cell_6546,9,Mixed mesoderm,E6.75
cell_6547,7,Primitive Streak,E6.75
cell_6548,0,Epiblast,E6.75
cell_6549,7,Primitive Streak,E6.75
cell_6551,2,Epiblast,E6.75
cell_6552,2,Epiblast,E6.75
cell_6553,7,Primitive Streak,E6.75
cell_6555,49,Epiblast,E6.75
cell_6556,2,Epiblast,E6.75
cell_6557,0,Epiblast,E6.75
cell_6558,2,Epiblast,E6.75
cell_6559,2,Epiblast,E6.75
cell_6560,0,Epiblast,E6.75
cell_6561,2,Epiblast,E6.75
cell_6562,0,Epiblast,E6.75
cell_6563,45,Primitive Streak,E6.75
cell_6564,2,Epiblast,E6.75
cell_6565,45,PGC,E6.75
cell_6566,62,Epiblast,E6.75
cell_6567,38,Primitive Streak,E6.75
cell_6568,38,Primitive Streak,E6.75
cell_6571,2,Epiblast,E6.75
cell_6572,7,Epiblast,E6.75
cell_6573,54,Epiblast,E6.75
cell_6574,25,Epiblast,E6.75
cell_6575,2,Epiblast,E6.75
cell_6580,33,Epiblast,E6.75
cell_6581,1,Nascent mesoderm,E6.75
cell_6582,21,Def. endoderm,E6.75
cell_6583,2,Epiblast,E6.75
cell_6585,25,Epiblast,E6.75
cell_6586,45,Epiblast,E6.75
cell_6587,2,Epiblast,E6.75
cell_6589,7,Primitive Streak,E6.75
cell_6594,1,Nascent mesoderm,E6.75
cell_6595,2,Epiblast,E6.75
cell_6597,5,Primitive Streak,E6.75
cell_6598,45,Primitive Streak,E6.75
cell_6599,1,Nascent mesoderm,E6.75
cell_6600,7,Primitive Streak,E6.75
cell_6601,2,Epiblast,E6.75
cell_6602,25,Epiblast,E6.75
cell_6604,25,Primitive Streak,E6.75
cell_6605,1,Mixed mesoderm,E6.75
cell_6607,47,Primitive Streak,E6.75
cell_6610,2,Epiblast,E6.75
cell_6611,2,Epiblast,E6.75
cell_6613,44,Primitive Streak,E6.75
cell_6614,47,Epiblast,E6.75
cell_6615,62,Epiblast,E6.75
cell_6616,62,Epiblast,E6.75
cell_6617,44,Primitive Streak,E6.75
cell_6619,0,Epiblast,E6.75
cell_6621,28,Primitive Streak,E6.75
cell_6622,2,Epiblast,E6.75
cell_6623,0,Epiblast,E6.75
cell_6625,5,Epiblast,E6.75
cell_6626,21,Primitive Streak,E6.75
cell_6629,49,Primitive Streak,E6.75
cell_6630,2,Epiblast,E6.75
cell_6631,1,Nascent mesoderm,E6.75
cell_6632,63,Epiblast,E6.75
cell_6633,45,Primitive Streak,E6.75
cell_6637,9,Mixed mesoderm,E6.75
cell_6638,2,Epiblast,E6.75
cell_6641,44,Primitive Streak,E6.75
cell_6642,28,Primitive Streak,E6.75
cell_6644,9,Nascent mesoderm,E6.75
cell_6645,2,Epiblast,E6.75
cell_6646,49,Epiblast,E6.75
cell_6648,7,Epiblast,E6.75
cell_6650,2,Epiblast,E6.75
cell_6651,2,Epiblast,E6.75
cell_6654,25,Primitive Streak,E6.75
cell_6655,2,Epiblast,E6.75
cell_6656,7,Epiblast,E6.75
cell_6659,2,Epiblast,E6.75
cell_6662,45,Primitive Streak,E6.75
cell_6665,25,Epiblast,E6.75
cell_6666,7,Epiblast,E6.75
cell_6667,1,Nascent mesoderm,E6.75
cell_6670,49,Epiblast,E6.75
cell_6671,0,Epiblast,E6.75
cell_6673,44,Nascent mesoderm,E6.75
cell_6674,65,Primitive Streak,E6.75
cell_6676,49,Epiblast,E6.75
cell_6677,5,Epiblast,E6.75
cell_6678,2,Epiblast,E6.75
cell_6680,7,Epiblast,E6.75
cell_6681,2,Epiblast,E6.75
cell_6682,2,Epiblast,E6.75
cell_6683,54,Epiblast,E6.75
cell_6684,33,Epiblast,E6.75
cell_6687,47,Epiblast,E6.75
cell_6688,7,Primitive Streak,E6.75
cell_6689,5,Epiblast,E6.75
cell_6690,25,Epiblast,E6.75
cell_6692,54,Epiblast,E6.75
cell_6693,47,Epiblast,E6.75
cell_6694,47,Epiblast,E6.75
cell_6695,2,Epiblast,E6.75
cell_6697,0,Epiblast,E6.75
cell_6698,7,Primitive Streak,E6.75
cell_6699,54,Epiblast,E6.75
cell_6702,5,Primitive Streak,E6.75
cell_6703,7,Epiblast,E6.75
cell_6709,58,Epiblast,E6.75
cell_6710,47,Epiblast,E6.75
cell_6711,5,Epiblast,E6.75
cell_6712,44,Primitive Streak,E6.75
cell_6713,47,Epiblast,E6.75
cell_6714,2,Epiblast,E6.75
cell_6717,54,Epiblast,E6.75
cell_6719,25,Epiblast,E6.75
cell_6720,2,Epiblast,E6.75
cell_6721,2,Epiblast,E6.75
cell_6723,0,Epiblast,E6.75
cell_6724,38,Primitive Streak,E6.75
cell_6725,45,Epiblast,E6.75
cell_6727,2,Epiblast,E6.75
cell_6728,47,Epiblast,E6.75
cell_6732,44,Primitive Streak,E6.75
cell_6733,66,Epiblast,E6.75
cell_6734,7,Epiblast,E6.75
cell_6738,44,Primitive Streak,E6.75
cell_6739,62,Epiblast,E6.75
cell_6740,5,Primitive Streak,E6.75
cell_6741,2,Epiblast,E6.75
cell_6744,2,Epiblast,E6.75
cell_6745,54,Epiblast,E6.75
cell_6746,21,Primitive Streak,E6.75
cell_6747,54,Epiblast,E6.75
cell_6748,2,Epiblast,E6.75
cell_6752,65,Epiblast,E6.75
cell_6753,33,Epiblast,E6.75
cell_6754,2,Epiblast,E6.75
cell_6759,2,Epiblast,E6.75
cell_6760,0,Epiblast,E6.75
cell_6762,2,Epiblast,E6.75
cell_6763,0,Epiblast,E6.75
cell_6764,38,Primitive Streak,E6.75
cell_6766,1,Nascent mesoderm,E6.75
cell_6767,7,Primitive Streak,E6.75
cell_6769,25,Primitive Streak,E6.75
cell_6770,2,Epiblast,E6.75
cell_6771,7,Primitive Streak,E6.75
cell_6772,45,Primitive Streak,E6.75
cell_6773,0,Epiblast,E6.75
cell_6774,7,Epiblast,E6.75
cell_6775,0,Epiblast,E6.75
cell_6776,45,Primitive Streak,E6.75
cell_6780,7,Primitive Streak,E6.75
cell_6782,2,Epiblast,E6.75
cell_6784,2,Epiblast,E6.75
cell_6785,2,Epiblast,E6.75
cell_6786,7,Epiblast,E6.75
cell_6788,1,Primitive Streak,E6.75
cell_6789,2,Epiblast,E6.75
cell_6793,2,Epiblast,E6.75
cell_6794,5,Primitive Streak,E6.75
cell_6795,47,Epiblast,E6.75
cell_6796,5,Epiblast,E6.75
cell_6797,2,Epiblast,E6.75
cell_6800,45,Primitive Streak,E6.75
cell_6802,2,Epiblast,E6.75
cell_6803,61,Epiblast,E6.75
cell_6805,5,Primitive Streak,E6.75
cell_6807,49,Epiblast,E6.75
cell_6808,37,Haematoendothelial progenitors,E6.75
cell_6810,2,Epiblast,E6.75
cell_6811,2,Epiblast,E6.75
cell_6812,44,Primitive Streak,E6.75
cell_6813,7,Epiblast,E6.75
cell_6814,2,Epiblast,E6.75
cell_6815,44,Primitive Streak,E6.75
cell_6818,7,Primitive Streak,E6.75
cell_6820,0,Epiblast,E6.75
cell_6822,25,Epiblast,E6.75
cell_6824,9,Nascent mesoderm,E6.75
cell_6827,0,Epiblast,E6.75
cell_6828,7,Epiblast,E6.75
cell_6829,2,Epiblast,E6.75
cell_6830,21,Epiblast,E6.75
cell_6835,54,Epiblast,E6.75
cell_6836,2,Epiblast,E6.75
cell_6838,2,Epiblast,E6.75
cell_6841,1,Nascent mesoderm,E6.75
cell_6843,64,Epiblast,E6.75
cell_6845,7,Primitive Streak,E6.75
cell_6848,2,Epiblast,E6.75
cell_6849,25,Anterior Primitive Streak,E6.75
cell_6850,9,Mixed mesoderm,E6.75
cell_6853,25,Def. endoderm,E6.75
cell_6854,47,Primitive Streak,E6.75
cell_6855,2,Epiblast,E6.75
cell_6856,1,Nascent mesoderm,E6.75
cell_6857,2,Epiblast,E6.75
cell_6859,7,Primitive Streak,E6.75
cell_6861,47,Epiblast,E6.75
cell_6862,5,Epiblast,E6.75
cell_6863,7,Primitive Streak,E6.75
cell_6864,7,Epiblast,E6.75
cell_6866,7,Primitive Streak,E6.75
cell_6867,33,Primitive Streak,E6.75
cell_6868,1,Nascent mesoderm,E6.75
cell_6869,7,Epiblast,E6.75
cell_6870,1,Nascent mesoderm,E6.75
cell_6872,1,Nascent mesoderm,E6.75
cell_6875,25,Primitive Streak,E6.75
cell_6878,25,Primitive Streak,E6.75
cell_6879,38,Epiblast,E6.75
cell_6880,38,Primitive Streak,E6.75
cell_6884,20,Epiblast,E6.75
cell_6885,0,Epiblast,E6.75
cell_6886,2,Epiblast,E6.75
cell_6887,45,Epiblast,E6.75
cell_6888,54,Epiblast,E6.75
cell_6889,21,Epiblast,E6.75
cell_6890,65,Epiblast,E6.75
cell_6891,5,Primitive Streak,E6.75
cell_6894,7,Epiblast,E6.75
cell_6895,2,Epiblast,E6.75
cell_6898,21,Primitive Streak,E6.75
cell_6902,0,Epiblast,E6.75
cell_6905,62,Primitive Streak,E6.75
cell_6908,0,Epiblast,E6.75
cell_6909,2,Epiblast,E6.75
cell_6911,2,Epiblast,E6.75
cell_6912,63,Epiblast,E6.75
cell_6915,25,Primitive Streak,E6.75
cell_6918,2,Epiblast,E6.75
cell_6919,2,Epiblast,E6.75
cell_6921,0,Epiblast,E6.75
cell_6923,2,Epiblast,E6.75
cell_6924,45,Epiblast,E6.75
cell_6925,2,Epiblast,E6.75
cell_6927,5,Primitive Streak,E6.75
cell_6929,2,Epiblast,E6.75
cell_6930,44,Epiblast,E6.75
cell_6931,61,Epiblast,E6.75
cell_6934,0,Epiblast,E6.75
cell_6935,0,Epiblast,E6.75
cell_6938,0,Epiblast,E6.75
cell_6939,2,Epiblast,E6.75
cell_6940,1,Nascent mesoderm,E6.75
cell_6944,2,Epiblast,E6.75
cell_6947,2,Epiblast,E6.75
cell_6949,38,Primitive Streak,E6.75
cell_6951,5,Epiblast,E6.75
cell_6953,2,Epiblast,E6.75
cell_6954,64,Epiblast,E6.75
cell_6955,7,Nascent mesoderm,E6.75
cell_6956,2,Epiblast,E6.75
cell_6957,2,Epiblast,E6.75
cell_6959,2,Epiblast,E6.75
cell_6960,38,Epiblast,E6.75
cell_6961,45,Epiblast,E6.75
cell_6962,5,Primitive Streak,E6.75
cell_6964,5,Primitive Streak,E6.75
cell_6965,2,Epiblast,E6.75
cell_6966,5,Epiblast,E6.75
cell_6968,2,Epiblast,E6.75
cell_6969,2,Epiblast,E6.75
cell_6971,49,Epiblast,E6.75
cell_6972,33,Epiblast,E6.75
cell_6974,2,Epiblast,E6.75
cell_6975,7,Primitive Streak,E6.75
cell_6976,7,Epiblast,E6.75
cell_6977,47,Epiblast,E6.75
cell_6981,1,Nascent mesoderm,E6.75
cell_6982,2,Epiblast,E6.75
cell_6983,5,Primitive Streak,E6.75
cell_6984,63,Epiblast,E6.75
cell_6986,25,Epiblast,E6.75
cell_6987,0,Epiblast,E6.75
cell_6988,25,Epiblast,E6.75
cell_6989,5,Epiblast,E6.75
cell_6990,47,Epiblast,E6.75
cell_6991,54,Epiblast,E6.75
cell_6992,0,Epiblast,E6.75
cell_6993,38,Primitive Streak,E6.75
cell_6994,25,Primitive Streak,E6.75
cell_6995,25,Primitive Streak,E6.75
cell_6996,47,Epiblast,E6.75
cell_6997,2,Epiblast,E6.75
cell_6998,2,Epiblast,E6.75
cell_6999,7,Epiblast,E6.75
cell_7001,2,Epiblast,E6.75
cell_7002,38,Primitive Streak,E6.75
cell_7003,2,Epiblast,E6.75
cell_7004,44,Primitive Streak,E6.75
cell_7005,47,Epiblast,E6.75
cell_7006,7,Primitive Streak,E6.75
cell_7007,24,Epiblast,E6.75
cell_7009,1,Nascent mesoderm,E6.75
cell_7010,45,Primitive Streak,E6.75
cell_7014,2,Epiblast,E6.75
cell_7017,2,Epiblast,E6.75
cell_7018,2,Epiblast,E6.75
cell_7019,2,Epiblast,E6.75
cell_7021,0,Epiblast,E6.75
cell_7022,54,Epiblast,E6.75
cell_7023,7,Primitive Streak,E6.75
cell_7025,5,Epiblast,E6.75
cell_7026,37,Haematoendothelial progenitors,E6.75
cell_7027,5,Epiblast,E6.75
cell_7028,47,Epiblast,E6.75
cell_7029,49,Primitive Streak,E6.75
cell_7032,45,Primitive Streak,E6.75
cell_7037,38,Primitive Streak,E6.75
cell_7038,0,Epiblast,E6.75
cell_7039,2,Epiblast,E6.75
cell_7040,7,Primitive Streak,E6.75
cell_7041,54,Epiblast,E6.75
cell_7042,45,Primitive Streak,E6.75
cell_7043,2,Epiblast,E6.75
cell_7046,45,PGC,E6.75
cell_7048,2,Epiblast,E6.75
cell_7049,44,Primitive Streak,E6.75
cell_7051,38,Primitive Streak,E6.75
cell_7056,2,Epiblast,E6.75
cell_7059,2,Epiblast,E6.75
cell_7060,2,Epiblast,E6.75
cell_7062,2,Epiblast,E6.75
cell_7064,2,Epiblast,E6.75
cell_7067,2,Epiblast,E6.75
cell_7072,25,Primitive Streak,E6.75
cell_7075,25,Primitive Streak,E6.75
cell_7076,1,Nascent mesoderm,E6.75
cell_7077,25,Primitive Streak,E6.75
cell_7078,0,Epiblast,E6.75
cell_7079,2,Epiblast,E6.75
cell_7080,2,Epiblast,E6.75
cell_7082,7,Primitive Streak,E6.75
cell_7084,0,Epiblast,E6.75
cell_7085,49,Epiblast,E6.75
cell_7086,2,Epiblast,E6.75
cell_7088,7,Primitive Streak,E6.75
cell_7090,62,Epiblast,E6.75
cell_7091,0,Epiblast,E6.75
cell_7092,9,Mixed mesoderm,E6.75
cell_7093,38,Primitive Streak,E6.75
cell_7095,44,Nascent mesoderm,E6.75
cell_7096,0,Epiblast,E6.75
cell_7098,62,Epiblast,E6.75
cell_7100,54,Epiblast,E6.75
cell_7102,9,Nascent mesoderm,E6.75
cell_7103,0,Epiblast,E6.75
cell_7105,45,Epiblast,E6.75
cell_7106,1,Nascent mesoderm,E6.75
cell_7107,25,Primitive Streak,E6.75
cell_7108,49,Epiblast,E6.75
cell_7109,2,Epiblast,E6.75
cell_7111,1,Nascent mesoderm,E6.75
cell_7112,2,Epiblast,E6.75
cell_7114,47,Epiblast,E6.75
cell_7115,21,Epiblast,E6.75
cell_7116,33,Epiblast,E6.75
cell_7117,38,Primitive Streak,E6.75
cell_7118,2,Epiblast,E6.75
cell_7119,1,Nascent mesoderm,E6.75
cell_7120,2,Epiblast,E6.75
cell_7121,44,Nascent mesoderm,E6.75
cell_7122,25,Epiblast,E6.75
cell_7123,38,Primitive Streak,E6.75
cell_7124,25,Anterior Primitive Streak,E6.75
cell_7125,49,Epiblast,E6.75
cell_7126,2,Epiblast,E6.75
cell_7127,0,Epiblast,E6.75
cell_7128,44,Primitive Streak,E6.75
cell_7132,49,Epiblast,E6.75
cell_7134,7,Epiblast,E6.75
cell_7136,7,Epiblast,E6.75
cell_7137,2,Epiblast,E6.75
cell_7139,49,Epiblast,E6.75
cell_7140,7,Epiblast,E6.75
cell_7141,25,Epiblast,E6.75
cell_7142,47,Epiblast,E6.75
cell_7143,54,Epiblast,E6.75
cell_7145,25,Anterior Primitive Streak,E6.75
cell_7147,38,Nascent mesoderm,E6.75
cell_7148,0,Epiblast,E6.75
cell_7149,25,Epiblast,E6.75
cell_7153,61,Epiblast,E6.75
cell_7154,9,Mixed mesoderm,E6.75
cell_7155,7,Epiblast,E6.75
cell_7157,1,Nascent mesoderm,E6.75
cell_7158,2,Epiblast,E6.75
cell_7159,2,Epiblast,E6.75
cell_7160,25,Epiblast,E6.75
cell_7163,1,Nascent mesoderm,E6.75
cell_7164,7,Epiblast,E6.75
cell_7165,0,Epiblast,E6.75
cell_7166,7,Primitive Streak,E6.75
cell_7168,7,Epiblast,E6.75
cell_7169,7,Epiblast,E6.75
cell_7171,7,Epiblast,E6.75
cell_7172,7,Primitive Streak,E6.75
cell_7173,25,Primitive Streak,E6.75
cell_7176,2,Epiblast,E6.75
cell_7177,2,Epiblast,E6.75
cell_7181,7,Epiblast,E6.75
cell_7182,49,Epiblast,E6.75
cell_7183,0,Epiblast,E6.75
cell_7184,0,Epiblast,E6.75
cell_7185,7,Epiblast,E6.75
cell_7189,2,Epiblast,E6.75
cell_7191,63,Epiblast,E6.75
cell_7192,38,Anterior Primitive Streak,E6.75
cell_7193,25,Primitive Streak,E6.75
cell_7195,47,Primitive Streak,E6.75
cell_7196,61,Epiblast,E6.75
cell_7198,21,Primitive Streak,E6.75
cell_7199,2,Epiblast,E6.75
cell_7200,45,Epiblast,E6.75
cell_7201,47,Epiblast,E6.75
cell_7203,44,Primitive Streak,E6.75
cell_7204,2,Epiblast,E6.75
cell_7205,25,Epiblast,E6.75
cell_7206,25,Primitive Streak,E6.75
cell_7209,47,Epiblast,E6.75
cell_7210,2,Epiblast,E6.75
cell_7211,25,Epiblast,E6.75
cell_7212,49,Primitive Streak,E6.75
cell_7213,7,Epiblast,E6.75
cell_7215,2,Epiblast,E6.75
cell_7217,33,Primitive Streak,E6.75
cell_7218,1,Nascent mesoderm,E6.75
cell_7219,25,Anterior Primitive Streak,E6.75
cell_7220,25,Epiblast,E6.75
cell_7221,47,Epiblast,E6.75
cell_7222,2,Epiblast,E6.75
cell_7223,7,Epiblast,E6.75
cell_7224,7,Primitive Streak,E6.75
cell_7225,1,Nascent mesoderm,E6.75
cell_7226,2,Epiblast,E6.75
cell_7228,2,Epiblast,E6.75
cell_7229,0,Epiblast,E6.75
cell_7230,66,Epiblast,E6.75
cell_7231,63,Epiblast,E6.75
cell_7232,64,Epiblast,E6.75
cell_7233,5,Epiblast,E6.75
cell_7235,38,Epiblast,E6.75
cell_7237,2,Epiblast,E6.75
cell_7238,45,Primitive Streak,E6.75
cell_7239,25,Epiblast,E6.75
cell_7241,1,Nascent mesoderm,E6.75
cell_7242,45,Surface ectoderm,E6.75
cell_7243,25,Epiblast,E6.75
cell_7245,0,Epiblast,E6.75
cell_7248,0,Epiblast,E6.75
cell_7249,2,Epiblast,E6.75
cell_7252,38,Primitive Streak,E6.75
cell_7253,2,Epiblast,E6.75
cell_7254,49,Epiblast,E6.75
cell_7255,1,Primitive Streak,E6.75
cell_7256,2,Epiblast,E6.75
cell_7257,2,Epiblast,E6.75
cell_7259,1,Nascent mesoderm,E6.75
cell_7260,9,Nascent mesoderm,E6.75
cell_7263,2,Epiblast,E6.75
cell_7264,37,Mixed mesoderm,E6.75
cell_7266,1,Primitive Streak,E6.75
cell_7267,2,Epiblast,E6.75
cell_7269,0,Epiblast,E6.75
cell_7274,2,Epiblast,E6.75
cell_7277,25,Epiblast,E6.75
cell_7279,1,Nascent mesoderm,E6.75
cell_7280,45,Primitive Streak,E6.75
cell_7281,63,Epiblast,E6.75
cell_7282,1,Nascent mesoderm,E6.75
cell_7284,2,Epiblast,E6.75
cell_7285,25,Epiblast,E6.75
cell_7286,25,Epiblast,E6.75
cell_7287,7,Primitive Streak,E6.75
cell_7289,47,Epiblast,E6.75
cell_7290,27,Primitive Streak,E6.75
cell_7291,0,Epiblast,E6.75
cell_7292,0,Epiblast,E6.75
cell_7293,0,Epiblast,E6.75
cell_7294,33,Epiblast,E6.75
cell_7295,9,Nascent mesoderm,E6.75
cell_7296,1,Nascent mesoderm,E6.75
cell_7297,9,Nascent mesoderm,E6.75
cell_7298,0,Epiblast,E6.75
cell_7301,1,Nascent mesoderm,E6.75
cell_7302,47,Epiblast,E6.75
cell_7304,2,Epiblast,E6.75
cell_7305,7,Epiblast,E6.75
cell_7307,1,Nascent mesoderm,E6.75
cell_7308,1,Nascent mesoderm,E6.75
cell_7309,47,Epiblast,E6.75
cell_7312,21,Epiblast,E6.75
cell_7313,7,Primitive Streak,E6.75
cell_7316,27,Primitive Streak,E6.75
cell_7317,2,Epiblast,E6.75
cell_7320,2,Epiblast,E6.75
cell_7321,49,Epiblast,E6.75
cell_7322,5,Primitive Streak,E6.75
cell_7324,0,Epiblast,E6.75
cell_7325,2,Epiblast,E6.75
cell_7328,38,Primitive Streak,E6.75
cell_7331,7,Primitive Streak,E6.75
cell_7332,2,Epiblast,E6.75
cell_7334,0,Epiblast,E6.75
cell_7335,7,Epiblast,E6.75
cell_7336,0,Epiblast,E6.75
cell_7337,7,Primitive Streak,E6.75
cell_7339,45,Primitive Streak,E6.75
cell_7342,1,Nascent mesoderm,E6.75
cell_7343,33,Epiblast,E6.75
cell_7344,7,Primitive Streak,E6.75
cell_7345,0,Epiblast,E6.75
cell_7346,2,Epiblast,E6.75
cell_7348,44,Primitive Streak,E6.75
cell_7350,1,Nascent mesoderm,E6.75
cell_7351,25,Primitive Streak,E6.75
cell_7352,47,Epiblast,E6.75
cell_7354,0,Epiblast,E6.75
cell_7356,7,Epiblast,E6.75
cell_7359,2,Epiblast,E6.75
cell_7362,62,Primitive Streak,E6.75
cell_7364,2,Epiblast,E6.75
cell_7366,2,Epiblast,E6.75
cell_7367,54,Epiblast,E6.75
cell_7368,25,Epiblast,E6.75
cell_7370,47,Epiblast,E6.75
cell_7371,45,Primitive Streak,E6.75
cell_7372,2,Epiblast,E6.75
cell_7373,44,Primitive Streak,E6.75
cell_7375,7,Epiblast,E6.75
cell_7376,2,Epiblast,E6.75
cell_7377,0,Epiblast,E6.75
cell_7378,2,Epiblast,E6.75
cell_7379,62,Epiblast,E6.75
cell_7381,2,Epiblast,E6.75
cell_7383,0,Epiblast,E6.75
cell_7388,5,Primitive Streak,E6.75
cell_7389,45,Primitive Streak,E6.75
cell_7390,2,Epiblast,E6.75
cell_7391,2,Epiblast,E6.75
cell_7392,1,Nascent mesoderm,E6.75
cell_7393,1,Nascent mesoderm,E6.75
cell_7394,47,Primitive Streak,E6.75
cell_7395,2,Epiblast,E6.75
cell_7396,5,Primitive Streak,E6.75
cell_7399,25,Epiblast,E6.75
cell_7400,2,Epiblast,E6.75
cell_7401,7,Primitive Streak,E6.75
cell_7402,1,Nascent mesoderm,E6.75
cell_7404,25,Epiblast,E6.75
cell_7407,1,Nascent mesoderm,E6.75
cell_7408,44,Epiblast,E6.75
cell_7409,47,Epiblast,E6.75
cell_7410,37,Mixed mesoderm,E6.75
cell_7411,1,Nascent mesoderm,E6.75
cell_7412,5,Primitive Streak,E6.75
cell_7414,2,Epiblast,E6.75
cell_7415,25,Primitive Streak,E6.75
cell_7416,1,Primitive Streak,E6.75
cell_7417,44,Primitive Streak,E6.75
cell_7418,7,Primitive Streak,E6.75
cell_7420,38,Primitive Streak,E6.75
cell_7421,25,Primitive Streak,E6.75
cell_7422,2,Epiblast,E6.75
cell_7423,63,Epiblast,E6.75
cell_7424,54,Epiblast,E6.75
cell_7425,2,Epiblast,E6.75
cell_7426,2,Epiblast,E6.75
cell_7430,7,Primitive Streak,E6.75
cell_7431,25,Epiblast,E6.75
cell_7432,2,Epiblast,E6.75
cell_7434,2,Epiblast,E6.75
cell_7435,2,Epiblast,E6.75
cell_7436,49,Primitive Streak,E6.75
cell_7438,1,Nascent mesoderm,E6.75
cell_7441,7,Primitive Streak,E6.75
cell_7443,2,Epiblast,E6.75
cell_7444,7,Primitive Streak,E6.75
cell_7446,2,Epiblast,E6.75
cell_7447,2,Epiblast,E6.75
cell_7448,45,Primitive Streak,E6.75
cell_7449,7,Primitive Streak,E6.75
cell_7450,2,Epiblast,E6.75
cell_7451,7,Primitive Streak,E6.75
cell_7452,2,Epiblast,E6.75
cell_7453,38,Primitive Streak,E6.75
cell_7454,0,Epiblast,E6.75
cell_7457,0,Epiblast,E6.75
cell_7458,47,Epiblast,E6.75
cell_7459,7,Epiblast,E6.75
cell_7460,7,Epiblast,E6.75
cell_7462,1,Nascent mesoderm,E6.75
cell_7464,7,Epiblast,E6.75
cell_7466,2,Epiblast,E6.75
cell_7467,20,Epiblast,E6.75
cell_7469,5,Primitive Streak,E6.75
cell_7470,2,Epiblast,E6.75
cell_7472,44,Primitive Streak,E6.75
cell_7474,1,Nascent mesoderm,E6.75
cell_7475,37,Haematoendothelial progenitors,E6.75
cell_7476,1,Nascent mesoderm,E6.75
cell_7479,47,Epiblast,E6.75
cell_7480,2,Epiblast,E6.75
cell_7481,54,Epiblast,E6.75
cell_7483,45,Epiblast,E6.75
cell_7484,2,Epiblast,E6.75
cell_7485,7,Primitive Streak,E6.75
cell_7487,2,Epiblast,E6.75
cell_7488,9,Nascent mesoderm,E6.75
cell_7490,2,Epiblast,E6.75
cell_7491,1,Primitive Streak,E6.75
cell_7492,2,Epiblast,E6.75
cell_7494,2,Epiblast,E6.75
cell_7495,2,Epiblast,E6.75
cell_7498,54,Epiblast,E6.75
cell_7499,7,Primitive Streak,E6.75
cell_7501,2,Epiblast,E6.75
cell_7502,9,Nascent mesoderm,E6.75
cell_7504,0,Epiblast,E6.75
cell_7506,49,Epiblast,E6.75
cell_7507,5,Primitive Streak,E6.75
cell_7508,5,Primitive Streak,E6.75
cell_7510,25,Epiblast,E6.75
cell_7514,45,Primitive Streak,E6.75
cell_7515,63,Epiblast,E6.75
cell_7516,5,Primitive Streak,E6.75
cell_7517,0,Epiblast,E6.75
cell_7518,45,Epiblast,E6.75
cell_7519,2,Epiblast,E6.75
cell_7520,7,Primitive Streak,E6.75
cell_7522,2,Epiblast,E6.75
cell_7523,1,Nascent mesoderm,E6.75
cell_7525,44,Nascent mesoderm,E6.75
cell_7526,5,Primitive Streak,E6.75
cell_7527,25,Epiblast,E6.75
cell_7528,7,Nascent mesoderm,E6.75
cell_7531,45,Primitive Streak,E6.75
cell_7532,2,Epiblast,E6.75
cell_7534,2,Epiblast,E6.75
cell_7535,25,Epiblast,E6.75
cell_7536,25,Primitive Streak,E6.75
cell_7537,7,Epiblast,E6.75
cell_7538,2,Epiblast,E6.75
cell_7539,2,Epiblast,E6.75
cell_7541,7,Primitive Streak,E6.75
cell_7543,1,Nascent mesoderm,E6.75
cell_7546,1,Nascent mesoderm,E6.75
cell_7547,2,Epiblast,E6.75
cell_7548,7,Epiblast,E6.75
cell_7550,2,Epiblast,E6.75
cell_7551,25,Primitive Streak,E6.75
cell_7552,1,Nascent mesoderm,E6.75
cell_7553,7,Primitive Streak,E6.75
cell_7554,2,Epiblast,E6.75
cell_7555,47,Primitive Streak,E6.75
cell_7559,2,Epiblast,E6.75
cell_7560,2,Epiblast,E6.75
cell_7561,33,Epiblast,E6.75
cell_7562,1,Nascent mesoderm,E6.75
cell_7563,64,Epiblast,E6.75
cell_7565,47,Primitive Streak,E6.75
cell_7566,2,Epiblast,E6.75
cell_7568,47,Epiblast,E6.75
cell_7570,5,Epiblast,E6.75
cell_7571,0,Epiblast,E6.75
cell_7573,38,Primitive Streak,E6.75
cell_7574,0,Epiblast,E6.75
cell_7576,27,Epiblast,E6.75
cell_7577,62,Epiblast,E6.75
cell_7578,38,Primitive Streak,E6.75
cell_7579,45,Primitive Streak,E6.75
cell_7581,9,Nascent mesoderm,E6.75
cell_7582,2,Epiblast,E6.75
cell_7584,0,Epiblast,E6.75
cell_7585,7,Epiblast,E6.75
cell_7588,2,Epiblast,E6.75
cell_7589,2,Epiblast,E6.75
cell_7590,2,Epiblast,E6.75
cell_7591,7,Primitive Streak,E6.75
cell_7592,2,Epiblast,E6.75
cell_7594,33,Epiblast,E6.75
cell_7595,25,Primitive Streak,E6.75
cell_7596,2,Epiblast,E6.75
cell_7597,2,Epiblast,E6.75
cell_7598,2,Epiblast,E6.75
cell_7599,1,Primitive Streak,E6.75
cell_7600,25,Primitive Streak,E6.75
cell_7602,1,Nascent mesoderm,E6.75
cell_7603,38,Primitive Streak,E6.75
cell_7604,0,Epiblast,E6.75
cell_7606,25,Primitive Streak,E6.75
cell_7607,9,Nascent mesoderm,E6.75
